,OR -> CE,CE -> NO,CE -> SU,CE -> OR,SU -> CE
2020-02-11 02:00:00,69.7962,165.37387570488997,20.54078473876001,0.0,0.0
2020-02-11 03:00:00,67.38760000000002,163.66857570489,62.57091028220003,0.0,0.0
2020-02-11 04:00:00,69.33760000000001,166.54857570489,58.35076373319998,0.0,0.0
2020-02-11 05:00:00,59.75760000000002,193.67857570489,0.0,0.0,2.3092144157999996
2020-02-11 06:00:00,67.68019999999993,239.92208106919963,0.0,0.0,50.01422108270969
2020-02-11 07:00:00,39.71300233096069,248.35697034058035,0.0,0.0,83.64246802472971
2020-02-11 08:00:00,22.763002330960724,254.6624561174367,0.0,0.0,98.732340018386
2020-02-11 09:00:00,29.12740233096074,272.36857570489,0.0,0.0,104.88260941903937
2020-02-11 10:00:00,25.427402330960696,273.13849529234335,0.0,0.0,111.48121094069263
2020-02-11 11:00:00,21.311002330960797,276.00857570489,0.0,0.0,100.03818631843919
2020-02-11 12:00:00,16.745600000000017,260.81857570489,0.0,0.0,71.90342594019995
2020-02-11 13:00:00,44.88918032996,268.83857570489,0.0,0.0,64.84460371023997
2020-02-11 14:00:00,0.0,267.04157570489,0.0,61.335,103.34117322102998
2020-02-11 15:00:00,0.0,264.44237570488997,0.0,53.487999999999964,89.92253715907
2020-02-11 16:00:00,0.0,259.85207989665,0.0,51.96799999999995,79.89349995503
2020-02-11 17:00:00,0.0,271.93657570489,0.0,33.43599999999998,59.75487778805001
2020-02-11 18:00:00,0.0,279.28737570489005,0.0,59.02689465561997,39.193480569070005
2020-02-11 19:00:00,0.0,290.73737570489004,0.0,28.135080915948414,24.860464281748477
2020-02-11 20:00:00,0.0,286.03737570489005,0.0,33.59503696067537,21.936832211385962
2020-02-11 21:00:00,0.0,310.05887151313004,0.0,46.9924,32.538366887049946
2020-02-11 22:00:00,0.0,252.18727570489,0.0,25.55809999999997,42.321066887049994
2020-02-11 23:00:00,13.516034384749958,213.91737570489,0.0,0.0,74.80206688705
2020-02-12 00:00:00,0.0,176.41507570489,0.0,7.035800000000002,17.03954198680003
2020-02-12 01:00:00,10.50510000000002,166.43857570489,4.577940621200014,0.0,0.0
2020-02-12 02:00:00,20.413599999999878,154.2448555724759,34.57172665561393,0.0,0.0
2020-02-12 03:00:00,25.587599999999924,156.67857570489002,44.84774902919986,0.0,0.0
2020-02-12 04:00:00,36.90559999999998,160.0408958373041,47.50581210978589,0.0,0.0
2020-02-12 05:00:00,26.065599999999954,197.41857570488997,0.0,0.0,27.269009837800077
2020-02-12 06:00:00,56.76689999999997,260.49857570489,0.0,0.0,70.19371837180006
2020-02-12 07:00:00,9.031700000000093,248.53391063988008,0.0,0.0,87.98967448999196
2020-02-12 08:00:00,0.0,259.11841063988004,0.0,57.611499999999964,107.68219760938595
2020-02-12 09:00:00,0.0,265.79101063988,0.0,77.66600000000007,99.86989648038598
2020-02-12 10:00:00,0.0,263.03471063988,0.0,104.41600000000004,104.62539872540603
2020-02-12 11:00:00,0.0,265.37443654158005,0.0,101.66126630772399,99.32138053803001
2020-02-12 12:00:00,0.0,257.16363654158005,0.0,116.96665870867241,98.2622146441785
2020-02-12 13:00:00,0.0,224.57363654158004,0.0,136.36799999999994,86.03903179030607
2020-02-12 14:00:00,0.0,237.37363654158005,0.0,172.26799999999992,57.467135865050004
2020-02-12 15:00:00,0.0,237.42363654158,0.0,185.69439999999986,73.42260346870542
2020-02-12 16:00:00,0.0,239.04363654158,0.0,175.75687498360344,61.18070464004998
2020-02-12 17:00:00,0.0,243.86391063988003,0.0,133.78439999999983,52.45758940403003
2020-02-12 18:00:00,0.0,249.23581955545038,0.0,124.29039999999999,32.06944766305
2020-02-12 19:00:00,0.0,257.65806153006065,0.0,81.11508091594837,16.650866887049432
2020-02-12 20:00:00,0.0,276.17537570489014,0.0,76.23508091594834,19.733796517968358
2020-02-12 21:00:00,0.0,260.9771276260097,0.0,106.8188999999998,14.03136688704998
2020-02-12 22:00:00,0.0,267.01783654158004,0.0,72.37569999999998,34.11636688704999
2020-02-12 23:00:00,0.0,220.07677570489,0.0,45.73749999999996,58.774566887049986
2020-02-13 00:00:00,0.0,183.80779189372004,0.0,69.15690000000004,61.330063837470135
2020-02-13 01:00:00,0.0,172.70809189372,0.0,40.66710000000001,13.202384044470023
2020-02-13 02:00:00,0.0,167.49159189372,13.876016690979952,25.816173127549973,0.0
2020-02-13 03:00:00,0.0,165.72159189372002,21.209539105529984,22.16439999999998,0.0
2020-02-13 04:00:00,0.0,168.65159189372005,15.728725771529895,19.65439999999999,0.0
2020-02-13 05:00:00,0.0,196.51839189372004,0.0,14.594399999999986,28.725905958470037
2020-02-13 06:00:00,14.35072018397014,252.00759189372002,0.0,0.0,66.3802740249
2020-02-13 07:00:00,4.752171507990113,253.57159189372,0.0,0.0,72.51828540887999
2020-02-13 08:00:00,0.0,270.42159189371995,0.0,9.916302810630043,92.2300468809
2020-02-13 09:00:00,0.0,269.61299189371994,0.0,24.35907554843004,103.17372507190001
2020-02-13 10:00:00,0.0,277.83269189372,0.0,50.003199999999964,116.20671298687998
2020-02-13 11:00:00,0.0,270.4996504135602,0.0,52.52999999999992,102.74062981489999
2020-02-13 12:00:00,0.0,243.97582689200996,0.0,50.3689,119.68653656989997
2020-02-13 13:00:00,0.0,258.3561268920099,0.0,68.34779876582006,107.40709705790002
2020-02-13 14:00:00,0.0,274.6309268920099,0.0,99.70490066918,93.54402647885999
2020-02-13 15:00:00,0.0,264.12152689200997,0.0,109.83410507619986,93.57538761288
2020-02-13 16:00:00,0.0,277.27312689200994,0.0,66.32639548880006,78.7613100529
2020-02-13 17:00:00,0.0,279.22312689200993,0.0,36.7364,63.65094278590002
2020-02-13 18:00:00,0.0,293.3939268920099,0.0,1.3827962098295643,54.21933820489998
2020-02-13 19:00:00,22.4649190840517,257.36222351527124,0.0,0.0,26.80944573587999
2020-02-13 20:00:00,32.63491908405166,279.28411134918167,0.0,0.0,27.57944573588
2020-02-13 21:00:00,33.95181116658995,301.50959189371997,0.0,0.0,21.207245735880008
2020-02-13 22:00:00,47.162299999999995,250.19052689200998,0.0,0.0,40.33434573587999
2020-02-13 23:00:00,62.313500000000026,208.31149189372002,0.0,0.0,58.81254573588001
2020-02-14 00:00:00,0.0,179.94529189372003,0.0,11.967436382745879,62.661611060215975
2020-02-14 01:00:00,1.6671999999999159,165.92519189372004,0.0,0.0,25.833774677470217
2020-02-14 02:00:00,0.0,161.14159189372003,0.0,5.14640000000014,20.23377467747028
2020-02-14 03:00:00,2.643599999999898,158.00159189372005,0.0,0.0,7.945211382470214
2020-02-14 04:00:00,5.596801770864136,163.05159189372,0.0,0.0,14.422461475605939
2020-02-14 05:00:00,28.40191414399998,190.22139189372004,0.0,0.0,41.69121138247012
2020-02-14 06:00:00,58.844915914864174,248.64159189372006,0.0,0.0,73.66536128721594
2020-02-14 07:00:00,41.05491591486416,249.83199189372004,0.0,0.0,78.88278903119597
2020-02-14 08:00:00,5.9278999999999655,263.48339189371995,0.0,0.0,86.74414155921602
2020-02-14 09:00:00,0.0,274.0334918937199,0.0,17.279700000000112,97.14509767780604
2020-02-14 10:00:00,0.0,273.66239189372,0.0,43.28582592360996,110.53689538721596
2020-02-14 11:00:00,0.0,279.65159189371997,0.0,26.463874076389914,103.04432639419596
2020-02-14 12:00:00,0.0,263.37159189371994,0.0,35.25640000000003,107.760982627196
2020-02-14 13:00:00,0.0,236.01665273041,0.0,73.60639999999994,96.31858382421595
2020-02-14 14:00:00,0.0,236.46175273041004,0.0,89.20882416453315,86.69544217528994
2020-02-14 15:00:00,0.0,227.65885273040996,0.0,92.78966966134331,90.66011259789995
2020-02-14 16:00:00,0.0,230.72665273041,0.0,63.87270617412325,72.03623634088001
2020-02-14 17:00:00,0.0,225.60665273041002,0.0,34.78640000000009,59.048478751880005
2020-02-14 18:00:00,0.0,229.68002689201,0.0,26.77016595214002,40.30009574389999
2020-02-14 19:00:00,0.0,286.26392689201,0.0,22.040130051120116,20.43944573588
2020-02-14 20:00:00,0.0,280.16392689200995,0.0,25.09013005112014,18.759445735879968
2020-02-14 21:00:00,0.0,252.56392689201002,0.0,14.362700000000018,29.12944573587999
2020-02-14 22:00:00,4.338045756719708,216.19722689200998,0.0,0.0,41.07214573587999
2020-02-14 23:00:00,0.0,177.22845273041,0.0,2.954845756719891,53.10254573588001
2020-02-15 00:00:00,0.0,189.88479189372003,0.0,0.37120000000015807,60.47538931647026
2020-02-15 01:00:00,0.0,167.63679189372002,0.0,39.5321000000001,63.4744611264702
2020-02-15 02:00:00,0.0,161.31743578072002,0.0,21.249600000000115,33.24624658847023
2020-02-15 03:00:00,0.0,161.06159189372005,0.0,21.524400000000092,31.44624658847021
2020-02-15 04:00:00,0.0,166.47094800672002,0.0,15.002442126000084,34.73878155747022
2020-02-15 05:00:00,14.026142125999883,183.69159189372004,0.0,0.0,36.148781557470244
2020-02-15 06:00:00,2.5555999999999193,187.28159189372002,0.0,0.0,43.11675169107019
2020-02-15 07:00:00,6.929343329379904,215.61529189372,0.0,0.0,79.76482619209018
2020-02-15 08:00:00,3.054315364859889,237.04235273041004,0.0,0.0,95.13788129786002
2020-02-15 09:00:00,0.0,240.41745273040996,0.0,24.810000000000052,103.47951126085997
2020-02-15 10:00:00,0.0,242.75745273040994,0.0,42.96000000000011,109.07606124089996
2020-02-15 11:00:00,0.0,247.29792603957011,0.0,69.04041536486002,111.17686383088
2020-02-15 12:00:00,0.0,246.26665273040996,0.0,55.56640000000003,109.56518785419601
2020-02-15 13:00:00,0.0,245.38665273041002,0.0,62.576400000000106,100.60713225323599
2020-02-15 14:00:00,0.0,244.89665273040998,0.0,70.73640000000002,96.49059950923598
2020-02-15 15:00:00,0.0,242.01665273041,0.0,68.99640000000004,87.51774417721597
2020-02-15 16:00:00,0.0,237.91567942124996,0.0,51.34640000000009,77.6965051489
2020-02-15 17:00:00,0.0,234.13665273041,0.0,30.646400000000057,70.4753496529
2020-02-15 18:00:00,0.0,209.12972689200996,0.0,70.45809999999992,47.004120950859985
2020-02-15 19:00:00,0.0,263.94392689201,0.0,23.660000000000114,24.52944573587999
2020-02-15 20:00:00,0.0,260.43392689200994,0.0,37.035480128000216,29.109445735879987
2020-02-15 21:00:00,0.0,240.61039189372002,0.0,52.84000000000005,36.169445735879975
2020-02-15 22:00:00,0.0,211.17082689201,0.0,41.46330000000002,45.35694573587998
2020-02-15 23:00:00,0.0,219.65179189372,0.0,3.765300000000039,60.04474573587999
2020-02-16 00:00:00,0.0,189.83329189372003,0.0,20.49605600140987,67.61234573587998
2020-02-16 01:00:00,0.0,178.93159189372003,0.0,16.16440000000015,35.149086500470254
2020-02-16 02:00:00,20.436999999999927,172.16159189372004,7.696922107529815,0.0,0.0
2020-02-16 03:00:00,9.397899999999929,167.3889614879267,13.188669669736536,0.0,0.0
2020-02-16 04:00:00,9.021999999999895,165.05212229951334,13.02866966973652,0.0,0.0
2020-02-16 05:00:00,5.272899999999846,162.99239189372003,18.02662532252975,0.0,0.0
2020-02-16 06:00:00,30.815599999999872,165.33159189372,48.26843930012981,0.0,0.0
2020-02-16 07:00:00,18.58559999999992,187.11879189372002,11.824767514929817,0.0,0.0
2020-02-16 08:00:00,0.0,195.38239189372,0.0,5.164400000000071,11.728527831870153
2020-02-16 09:00:00,0.0,211.19239189372,0.0,7.028000000000055,30.13727775727009
2020-02-16 10:00:00,0.0,217.85239189372,0.0,28.198000000000064,46.095401398470074
2020-02-16 11:00:00,0.0,194.18159189372,0.0,42.728000000000094,40.71727178687013
2020-02-16 12:00:00,0.0,189.29159189372,0.0,55.23300000000003,47.54435820668345
2020-02-16 13:00:00,0.0,225.92159189372,5.935663600729882,75.4144000000001,0.0
2020-02-16 14:00:00,0.0,234.57159189372004,0.0,83.67440000000016,25.02758246467016
2020-02-16 15:00:00,0.0,235.15159189372002,0.0,87.97440000000009,43.47427602287004
2020-02-16 16:00:00,0.0,244.38159189372,0.0,79.37440000000014,50.263203305670075
2020-02-16 17:00:00,0.0,248.09849189372,0.0,44.412264879420036,31.81904234269009
2020-02-16 18:00:00,0.0,237.68159189372,0.0,27.76510000000006,45.32209243185999
2020-02-16 19:00:00,0.0,277.80039189371996,0.0,41.03000000000003,24.559445735879994
2020-02-16 20:00:00,0.0,275.10039189372,0.0,46.58000000000003,27.309445735880004
2020-02-16 21:00:00,0.0,250.07392689201,0.0,38.60000000000007,47.80944573587998
2020-02-16 22:00:00,0.0,258.42269189372,0.0,20.86330000000011,45.78144573587999
2020-02-16 23:00:00,0.0,214.63569189372004,0.0,70.33940000000008,30.575913700470167
2020-02-17 00:00:00,0.0,180.02769189372,72.27235426412003,32.96505242741,0.0
2020-02-17 01:00:00,0.0,169.36159189372003,61.13235426412004,58.83594922740991,0.0
2020-02-17 02:00:00,0.0,160.41159189372001,60.97235426412004,85.59238544340994,0.0
2020-02-17 03:00:00,0.0,156.67159189372,65.25235426412004,79.70711863440997,0.0
2020-02-17 04:00:00,0.0,158.42199189372002,67.15235426412002,71.49082013840999,0.0
2020-02-17 05:00:00,0.0,191.77899189372002,73.25235426412004,12.454028861409938,0.0
2020-02-17 06:00:00,1.0690999999999153,249.88159189371999,0.0,0.0,11.009238058070087
2020-02-17 07:00:00,0.0,256.68159189371994,0.0,55.85440000000008,44.80680721607011
2020-02-17 08:00:00,0.0,261.42749189372,0.0,80.13373583779001,63.38926545885998
2020-02-17 09:00:00,0.0,274.81509189371997,0.0,101.71287088574621,94.83470447421598
2020-02-17 10:00:00,0.0,280.11489189371997,0.0,119.25965486176625,98.66742515223598
2020-02-17 11:00:00,0.0,283.45019189372,0.0,119.72868690972606,99.04104492421597
2020-02-17 12:00:00,0.0,276.53159189371996,0.0,130.87971232028195,93.82918370455195
2020-02-17 13:00:00,0.0,277.90665273041,0.0,134.8164,90.38048772421598
2020-02-17 14:00:00,0.0,279.81082689200997,0.0,160.3655,81.73543647921595
2020-02-17 15:00:00,0.0,265.74232689200994,0.0,156.2838727073733,82.88047054419599
2020-02-17 16:00:00,0.0,269.28312689201,0.0,120.17317871690652,64.85296194523598
2020-02-17 17:00:00,0.0,261.6031268920099,0.0,96.61639999999986,54.70947844119596
2020-02-17 18:00:00,0.0,240.17762689200995,0.0,98.29774857572006,27.08292096088
2020-02-17 19:00:00,0.0,292.99392689200994,0.0,87.61603304199991,19.169445735879975
2020-02-17 20:00:00,0.0,285.33392689200997,0.0,92.68,16.139445735879967
2020-02-17 21:00:00,0.0,259.92392689200994,0.0,69.20999999999991,27.229445735879995
2020-02-17 22:00:00,0.0,234.14229189371997,0.0,44.1310000000001,35.221745735879985
2020-02-17 23:00:00,0.0,220.35219189372,0.0,64.27156673540995,49.255545735879984
2020-02-18 00:00:00,0.0,187.95869189372002,0.0,39.71476673540985,36.41705706987992
2020-02-18 01:00:00,0.0,178.20159189372,0.0,30.783599285999912,3.945384242470009
2020-02-18 02:00:00,0.0,166.66279189372003,25.870615757529993,23.529183417999917,0.0
2020-02-18 03:00:00,0.0,169.58159189372,26.630615757529966,25.41439999999997,0.0
2020-02-18 04:00:00,0.0,172.66159189372001,17.714633913865867,22.957073329664038,0.0
2020-02-18 05:00:00,0.0,196.15159189372002,0.0,24.5305941197459,26.697611060215998
2020-02-18 06:00:00,8.080242614274113,245.90159189372,0.0,0.0,58.591605647196
2020-02-18 07:00:00,0.0,251.29019189372,0.0,20.01103531736598,71.85463729823601
2020-02-18 08:00:00,0.0,254.68239189371997,0.0,42.90050000000004,79.76321030319599
2020-02-18 09:00:00,0.0,240.0888949857001,0.0,72.15639999999985,79.04471934319602
2020-02-18 10:00:00,0.0,250.60288880173982,0.0,81.20743317938009,84.11339379001599
2020-02-18 11:00:00,0.0,249.88159189371999,0.0,94.01639999999983,97.17813171941596
2020-02-18 12:00:00,0.0,266.96159189371997,0.0,94.12639999999996,98.98683121119602
2020-02-18 13:00:00,0.0,264.5832527304099,0.0,140.73639999999995,96.81678091923601
2020-02-18 14:00:00,0.0,272.6239412654098,0.0,170.34639999999996,85.52161055823599
2020-02-18 15:00:00,0.0,278.7856641954101,0.0,162.75639999999993,92.27873109387997
2020-02-18 16:00:00,0.0,277.27665273041004,0.0,120.8200668206199,76.42728663189996
2020-02-18 17:00:00,0.0,279.47665273040997,0.0,90.31639999999993,67.98579293787998
2020-02-18 18:00:00,0.0,243.52932689201003,0.0,102.35419999999993,37.61643613185999
2020-02-18 19:00:00,0.0,301.74392689200994,0.0,127.42599995865,24.259445735879996
2020-02-18 20:00:00,0.0,303.20039189372,0.0,106.7659999586499,23.482061940507208
2020-02-18 21:00:00,0.0,273.99039189372,0.0,81.69999995864994,29.373929531252752
2020-02-18 22:00:00,0.0,280.21975273041,0.0,53.96289995865002,39.073945735879995
2020-02-18 23:00:00,0.0,230.42559189372002,0.0,6.5519999586499935,55.91444573587999
2020-02-19 00:00:00,0.0,192.83059189372003,0.0,61.54696330990985,54.95212033837993
2020-02-19 01:00:00,0.0,178.16459189372003,0.0,54.341963309909865,13.596845735879986
2020-02-19 02:00:00,0.0,174.10159189372004,17.024354264120014,26.732396905409892,0.0
2020-02-19 03:00:00,0.0,174.17159189372,18.044354264120003,29.545129714409896,0.0
2020-02-19 04:00:00,0.0,172.90159189372005,20.434477945620074,30.14196330990982,0.0
2020-02-19 05:00:00,0.0,201.49389189372002,0.0,13.576289975710047,16.531414118180123
2020-02-19 06:00:00,20.81051002429001,266.12159189372,0.0,0.0,63.754502985879995
2020-02-19 07:00:00,0.0,261.95159189372,0.0,15.96151461360995,75.72362563888001
2020-02-19 08:00:00,0.0,261.67860535001006,0.0,56.95639995865009,81.30596032785999
2020-02-19 09:00:00,0.0,221.73772724823004,0.0,77.27938285585012,97.61820079490002
2020-02-19 10:00:00,0.0,224.26578345179007,0.0,77.32999995865,96.25906035385998
2020-02-19 11:00:00,0.0,235.45560535001013,0.0,84.99131706145002,97.16691842988
2020-02-19 12:00:00,0.0,262.77665273041004,0.0,64.6863999586501,100.52148488288002
2020-02-19 13:00:00,0.0,260.57959189371996,0.0,89.91639995865006,102.6140536189
2020-02-19 14:00:00,0.0,232.16189189371997,0.0,110.57487478363001,91.83258006289996
2020-02-19 15:00:00,0.0,236.86312689201003,0.0,122.51623867795993,90.71153990985997
2020-02-19 16:00:00,0.0,223.69982689201,0.0,103.18999995864998,83.48395366486
2020-02-19 17:00:00,0.0,227.88312689201004,0.0,79.30639995864996,67.1935816779
2020-02-19 18:00:00,0.0,256.4131268920099,0.0,67.20376934287013,29.03591073288
2020-02-19 19:00:00,0.0,305.38392689201,0.0,42.191016595409906,20.629445735879987
2020-02-19 20:00:00,0.0,301.04392689200995,0.0,55.33890305112004,25.919445735880014
2020-02-19 21:00:00,0.0,275.17039189371997,0.0,14.521016595410131,31.509445735879993
2020-02-19 22:00:00,0.0,235.63089189372002,0.0,53.70539995864997,38.92534573588
2020-02-19 23:00:00,0.0,231.09665273041003,0.0,9.10639995864998,57.60430342900507
2020-02-20 00:00:00,29.250800041350026,187.04187203688,0.0,0.0,65.36369115817001
2020-02-20 01:00:00,50.55120004135002,186.92101120019004,0.0,0.0,74.25369115817
2020-02-20 02:00:00,44.03880789371004,179.24101120019003,0.0,0.0,75.38369115817
2020-02-20 03:00:00,47.791116172710126,180.54101120019,0.0,0.0,69.56718155416993
2020-02-20 04:00:00,47.6411161727101,185.35101120019004,0.0,0.0,75.63369115817
2020-02-20 05:00:00,55.90540004134995,213.90591120019002,0.0,0.0,70.87369115817
2020-02-20 06:00:00,62.919182560165154,266.42607203688004,0.0,0.0,67.03594068604488
2020-02-20 07:00:00,28.489917522534967,271.9760720368801,0.0,0.0,84.05710745515
2020-02-20 08:00:00,0.0,278.37952046987505,0.0,11.15779995865011,95.51733576314999
2020-02-20 09:00:00,0.0,302.21902360388515,0.0,35.406399958650105,101.55165221319001
2020-02-20 10:00:00,0.0,306.92607203688004,0.0,32.42760922357499,101.33496885817001
2020-02-20 11:00:00,0.0,303.49607203688004,0.0,50.46379069372517,99.09613866918998
2020-02-20 12:00:00,0.0,283.72607203688005,0.0,57.316399958650024,106.06535867015
2020-02-20 13:00:00,0.0,294.52607203688007,0.0,92.15639995865004,99.18720443215
2020-02-20 14:00:00,0.0,293.3581720368801,0.0,119.29719995864988,97.31484688819
2020-02-20 15:00:00,0.0,293.27607203688007,0.0,108.7994616647966,95.16806392918998
2020-02-20 16:00:00,0.0,278.24957203688007,0.0,106.96673825250336,73.85229916615
2020-02-20 17:00:00,0.0,278.89607203688007,0.0,70.67639995864997,70.27038715615001
2020-02-20 18:00:00,0.0,253.66571654228005,0.0,87.32999995865002,50.199263850150004
2020-02-20 19:00:00,0.0,298.2469165422801,0.0,61.528876358199966,26.057491158169995
2020-02-20 20:00:00,0.0,293.03691654228004,0.0,76.0688069122894,30.21749115816999
2020-02-20 21:00:00,0.0,266.22691654228004,0.0,59.04769995865003,34.49589115817
2020-02-20 22:00:00,0.0,274.3525720368801,0.0,37.987599958650016,50.50829115817002
2020-02-20 23:00:00,2.1206000413499955,228.83291120019,0.0,0.0,64.92829115817003
2020-02-21 00:00:00,0.0,201.13501654228003,0.0,36.86200733320004,69.17919115817008
2020-02-21 01:00:00,0.0,194.22697203688,0.0,63.31409995865007,68.16133927822017
2020-02-21 02:00:00,0.0,186.47607203688,0.0,27.377999958650083,28.0420392782201
2020-02-21 03:00:00,0.0,177.14901120019002,0.0,40.02439995865014,31.575578441530205
2020-02-21 04:00:00,0.0,179.21901120019,0.0,40.14439995865016,35.3755784415302
2020-02-21 05:00:00,0.0,207.33237203688,0.0,32.129151838599995,73.02369115817004
2020-02-21 06:00:00,34.61047644160007,261.18607203688,0.0,0.0,74.66105759116999
2020-02-21 07:00:00,10.496066571580059,271.63607203688,0.0,0.0,87.87756455518999
2020-02-21 08:00:00,0.0,274.66687203688,0.0,30.94999995865004,98.99746848114997
2020-02-21 09:00:00,0.0,282.1578836593199,0.0,52.57999995865001,108.11303384918997
2020-02-21 10:00:00,0.0,287.9004687674801,0.0,63.16740820326993,111.35590248017
2020-02-21 11:00:00,0.0,285.71606368384005,0.0,69.99639995864996,107.46297483617002
2020-02-21 12:00:00,0.0,281.39607203688,0.0,48.23143053717991,85.39657354295002
2020-02-21 13:00:00,0.0,283.32607203688,0.0,53.521430537179924,106.71577618115
2020-02-21 14:00:00,0.0,281.89611654228,0.0,31.171645568979955,96.02491000915
2020-02-21 15:00:00,0.0,276.92611654228,0.0,22.986399958649976,90.75801340819001
2020-02-21 16:00:00,0.0,271.12611654228,0.0,10.757291714030089,73.50082585115001
2020-02-21 17:00:00,27.31640004135,279.07127203688,0.0,0.0,68.41109430716999
2020-02-21 18:00:00,17.034950044530547,252.63687203688002,0.0,0.0,47.67051895915
2020-02-21 19:00:00,45.19491912540159,298.82687203688,0.0,0.0,29.58749115816954
2020-02-21 20:00:00,35.27550155831051,290.80687203687995,0.0,0.0,31.967491158170002
2020-02-21 21:00:00,36.20580155831045,267.93890203688,0.0,0.0,40.246491158170016
2020-02-21 22:00:00,27.25940004135001,226.49557203688,0.0,0.0,51.86789115817002
2020-02-21 23:00:00,60.75500004134998,219.75067203688002,0.0,0.0,73.89959115817001
2020-02-22 00:00:00,0.0,189.48571654228004,0.0,16.144750001535897,72.234156482506
2020-02-22 01:00:00,0.0,176.53316410168003,0.0,10.188399958650079,9.910114105020178
2020-02-22 02:00:00,0.0,166.29533796968005,0.0,9.168399958650022,10.341714105020138
2020-02-22 03:00:00,4.120843422949903,169.91760305008,0.0,0.0,11.270114105020175
2020-02-22 04:00:00,14.536315092549927,172.61607203688004,0.0,0.0,9.40011410502018
2020-02-22 05:00:00,24.318000041349947,171.91767203688002,0.0,0.0,10.48011410502019
2020-02-22 06:00:00,16.100841608549974,184.41607203688005,0.0,0.0,23.710856453020153
2020-02-22 07:00:00,0.0,203.11091120019,0.0,11.245299958650069,64.29254541153007
2020-02-22 08:00:00,0.0,220.32691654228003,0.0,29.82199995865007,85.05607645482016
2020-02-22 09:00:00,0.0,237.21654704166,0.0,46.2719999586501,97.24001883880013
2020-02-22 10:00:00,0.0,230.52691654228002,0.0,59.86199995865002,97.63239397382011
2020-02-22 11:00:00,0.0,230.59687203688,0.0,60.90289995865008,86.66687094822012
2020-02-22 12:00:00,0.0,234.32607203688002,0.0,66.23839995865009,95.64458908282012
2020-02-22 13:00:00,0.0,234.28607203688,0.0,70.17536040680997,98.93459866418002
2020-02-22 14:00:00,0.0,235.97607203688,0.0,74.45839995865006,114.53624130342007
2020-02-22 15:00:00,0.0,233.10611654227998,0.0,57.77584542003001,112.47515670440006
2020-02-22 16:00:00,0.0,235.69607203688003,0.0,24.094766938029977,101.25689220740006
2020-02-22 17:00:00,25.415023940810073,241.62474153750006,0.0,0.0,86.11378756838006
2020-02-22 18:00:00,8.846000041349946,260.24687203688,0.0,0.0,69.21001926117
2020-02-22 19:00:00,9.280094288400022,251.86087203688007,0.0,0.0,50.407491158170025
2020-02-22 20:00:00,11.656000041350005,250.09653734250793,0.0,0.0,48.08059115816997
2020-02-22 21:00:00,16.951400041349956,252.98684567488002,0.0,0.0,56.177491158169985
2020-02-22 22:00:00,59.26600004134996,227.41690203688,0.0,0.0,62.97129115817
2020-02-22 23:00:00,45.351600041349926,202.57821120019003,13.641885229469878,0.0,0.0
2020-02-23 00:00:00,56.079600041349934,178.19442174215013,6.83851711350971,0.0,0.0
2020-02-23 01:00:00,24.24036885971001,167.44101120019002,1.744117913829914,0.0,0.0
2020-02-23 02:00:00,29.08202708571002,163.30101120019,27.255308841829983,0.0,0.0
2020-02-23 03:00:00,28.95064797271003,159.96101120019,25.813308841829993,0.0,0.0
2020-02-23 04:00:00,16.815150707710053,148.65181120019002,27.89390884182999,0.0,0.0
2020-02-23 05:00:00,37.47884937498989,156.01181120019,30.22170884182999,0.0,0.0
2020-02-23 06:00:00,32.17737910493004,161.50101120019002,35.91808668385001,0.0,0.0
2020-02-23 07:00:00,26.35160004134992,175.88101120019002,23.49532092583,0.0,0.0
2020-02-23 08:00:00,32.968000041349924,191.65740065822993,24.85197400082999,0.0,0.0
2020-02-23 09:00:00,2.8434000413499634,196.97181120019002,9.305108355869901,0.0,0.0
2020-02-23 10:00:00,0.0,201.08181120019003,0.0,18.908399958650065,3.0791097275300814
2020-02-23 11:00:00,0.0,213.96361120019003,0.0,4.53199995865007,7.542961244930135
2020-02-23 12:00:00,0.0,209.51101120019,0.0,29.508899958650034,13.131530490430855
2020-02-23 13:00:00,0.0,205.79101120019,0.0,26.867894446850308,16.865620385309885
2020-02-23 14:00:00,0.0,200.73811120019002,0.0,35.139805470449815,26.645917067329908
2020-02-23 15:00:00,0.0,197.11201120019,0.0,32.55749995865007,34.31924157093012
2020-02-23 16:00:00,0.0,196.13301120019,0.0,28.91419995865006,38.98689074892998
2020-02-23 17:00:00,0.0,206.67061120019002,0.0,24.84649995865003,80.02296594673021
2020-02-23 18:00:00,16.703200041349938,237.45327203688004,0.0,0.0,71.29930933213988
2020-02-23 19:00:00,12.75600004134993,239.14691654228008,0.0,0.0,54.247491158169986
2020-02-23 20:00:00,12.596000041349916,252.2243912382801,0.0,0.0,57.86749115816999
2020-02-23 21:00:00,41.40800004134999,246.31691654228004,0.0,0.0,62.34749115817
2020-02-23 22:00:00,36.35430004134994,221.31787203688,0.0,0.0,71.8485592712201
2020-02-23 23:00:00,0.0,195.58451120019004,0.0,24.366366453289963,51.371691158170016
2020-02-24 00:00:00,0.0,170.37011120019002,0.0,18.203899958650076,66.28369115816999
2020-02-24 01:00:00,0.0,160.91981120019003,0.0,9.707099958650089,25.489864226890298
2020-02-24 02:00:00,19.948000041349886,155.66101120019002,10.979801897469855,0.0,0.0
2020-02-24 03:00:00,6.051600041349875,140.46181120019003,14.249365098469841,0.0,0.0
