,CE -> NO,CE -> SU,CE -> OR,SU -> CE,NO -> CE
2020-03-16 05:00:00,0.0,169.567765324336,272.5,0.0,138.90572589878454
2020-03-16 06:00:00,0.0,166.838265324336,272.5,0.0,99.03132589878454
2020-03-16 07:00:00,0.0,170.216665324336,272.5,0.0,79.26572589878461
2020-03-16 08:00:00,0.0,153.51696679987,272.5,0.0,51.81572589878462
2020-03-16 09:00:00,0.0,152.80655863689,272.5,0.0,53.037125898784616
2020-03-16 10:00:00,0.0,144.68191825492403,272.5,0.0,36.69572589878456
2020-03-16 11:00:00,0.0,189.003865324336,272.5,0.0,36.045725898784546
2020-03-16 12:00:00,0.0,139.14962567694405,272.5,0.0,48.84158179280033
2020-03-16 13:00:00,0.0,145.76599569594399,272.5,0.0,58.100781792800355
2020-03-16 14:00:00,0.0,187.857765324336,272.5,0.0,49.601581792800424
2020-03-16 15:00:00,0.0,147.584715119944,272.5,0.0,52.36158179280036
2020-03-16 16:00:00,0.0,186.02776532433597,272.5,0.0,61.416281792800326
2020-03-16 17:00:00,0.0,189.627765324336,272.5,0.0,52.7115817928004
2020-03-16 18:00:00,0.0,207.5,272.5,0.0,13.270781792800385
2020-03-16 19:00:00,6.102248851010007,199.03006615526002,266.9732856012399,0.0,0.0
2020-03-16 20:00:00,0.0,202.66386615526,272.5,0.0,9.217751148990041
2020-03-16 21:00:00,0.0,201.15376532433598,272.5,0.0,30.89997774009997
2020-03-16 22:00:00,0.0,186.09376532433598,272.5,0.0,74.5714903123
2020-03-16 23:00:00,0.0,160.94156532433598,272.5,0.0,114.73359031230001
2020-03-17 00:00:00,0.0,176.84976532433595,272.5,0.0,149.77689751665002
2020-03-17 01:00:00,0.0,168.982165324336,272.5,0.0,167.13349751665004
2020-03-17 02:00:00,0.0,170.76666532433595,272.5,0.0,162.60429751664998
2020-03-17 03:00:00,0.0,170.52976532433595,272.5,0.0,163.54429751664998
2020-03-17 04:00:00,0.0,164.21596532433597,272.5,0.0,163.43539751664997
2020-03-17 05:00:00,0.0,176.32526532433596,272.5,0.0,138.83429751665003
2020-03-17 06:00:00,0.0,172.51426532433598,272.5,0.0,111.81429751665
2020-03-17 07:00:00,0.0,166.87373701594402,272.5,0.0,83.97429751665001
2020-03-17 08:00:00,0.0,165.39695519690403,272.5,0.0,69.99819751664998
2020-03-17 09:00:00,0.0,158.998206281924,272.5,0.0,44.35929751665004
2020-03-17 10:00:00,0.0,155.24531425790403,272.5,0.0,37.08129751664993
2020-03-17 11:00:00,0.0,191.709765324336,272.5,0.0,43.03520751664994
2020-03-17 12:00:00,0.0,187.46976532433598,272.5,0.0,64.98949751665003
2020-03-17 13:00:00,0.0,146.78465695792403,272.5,0.0,45.160297516649976
2020-03-17 14:00:00,0.0,159.284451257904,272.5,0.0,50.973817516649945
2020-03-17 15:00:00,0.0,162.660165806924,272.5,0.0,59.13349751664999
2020-03-17 16:00:00,0.0,186.75976532433597,272.5,0.0,56.60429751665001
2020-03-17 17:00:00,0.0,183.47348616792402,272.5,0.0,55.57429751664999
2020-03-17 18:00:00,0.0,207.5,272.5,0.0,3.7842975166499926
2020-03-17 19:00:00,10.91650248335001,207.5,254.60100669007997,0.0,0.0
2020-03-17 20:00:00,0.0,207.5,272.5,0.0,1.3734975166500014
2020-03-17 21:00:00,0.0,207.5,272.5,0.0,27.620897516650015
2020-03-17 22:00:00,0.0,199.037765324336,272.5,0.0,67.99376194084005
2020-03-17 23:00:00,0.0,180.70776532433598,272.5,0.0,107.30453756452
2020-03-18 00:00:00,0.0,171.607765324336,272.5,0.0,124.83725362467001
2020-03-18 01:00:00,0.0,169.40886532433603,272.5,0.0,149.55645362466998
2020-03-18 02:00:00,0.0,156.673965324336,272.5,0.0,157.52645362466998
2020-03-18 03:00:00,0.0,160.323965324336,272.5,0.0,155.69575362466998
2020-03-18 04:00:00,0.0,164.395565324336,272.5,0.0,149.01895362467
2020-03-18 05:00:00,0.0,178.67776532433598,272.5,0.0,121.07725362466998
2020-03-18 06:00:00,0.0,179.32776532433596,272.5,0.0,80.60725362467002
2020-03-18 07:00:00,0.0,171.48451491087002,272.5,0.0,61.31725362466996
2020-03-18 08:00:00,0.0,170.70066588689002,272.5,0.0,34.88725362467
2020-03-18 09:00:00,0.0,152.87228059491,272.5,0.0,27.357253624670022
2020-03-18 10:00:00,0.0,153.62034462389,272.5,0.0,23.577253624670035
2020-03-18 11:00:00,0.0,148.42437065991,272.5,0.0,23.877253624670004
2020-03-18 12:00:00,0.0,141.22282373488997,272.5,0.0,40.87615362466997
2020-03-18 13:00:00,0.0,143.56580792788998,272.5,0.0,57.786453624669974
2020-03-18 14:00:00,0.0,144.76967681388996,272.5,0.0,51.12725362466996
2020-03-18 15:00:00,0.0,148.22473075886998,272.5,0.0,66.15725362467
2020-03-18 16:00:00,0.0,157.45765196289,272.5,0.0,69.56725362466999
2020-03-18 17:00:00,0.0,178.80054322491,272.5,0.0,64.70725362467003
2020-03-18 18:00:00,0.0,207.5,272.5,0.0,8.956453624669978
2020-03-18 19:00:00,20.143546375330033,207.5,252.61996773563996,0.0,0.0
2020-03-18 20:00:00,5.761892748059552,207.5,272.5,0.0,0.0
2020-03-18 21:00:00,0.0,207.103265324336,272.5,0.0,21.46725362466998
2020-03-18 22:00:00,0.0,198.17776532433598,272.5,0.0,65.70476567470001
2020-03-18 23:00:00,0.0,176.857765324336,272.5,0.0,97.33619162246003
2020-03-19 00:00:00,0.0,172.837765324336,272.5,0.0,117.33102997227
2020-03-19 01:00:00,0.0,167.167765324336,272.5,0.0,133.50047634499953
2020-03-19 02:00:00,0.0,158.897465324336,272.5,0.0,146.31132997227
2020-03-19 03:00:00,0.0,150.803965324336,272.5,0.0,146.34122997226999
2020-03-19 04:00:00,0.0,153.06396532433598,272.5,0.0,141.85402997227
2020-03-19 05:00:00,0.0,171.157765324336,272.5,0.0,110.05102997226999
2020-03-19 06:00:00,0.0,173.61776532433598,272.5,0.0,65.36102997226999
2020-03-19 07:00:00,0.0,168.9420374939,272.5,0.0,42.14102997226999
2020-03-19 08:00:00,0.0,156.56127264892,272.5,0.0,14.621029972269982
2020-03-19 09:00:00,0.0,155.6513360789,272.5,0.0,10.155429972270014
2020-03-19 10:00:00,0.0,174.096665324336,272.5,0.0,10.264929972269947
2020-03-19 11:00:00,0.0,185.937765324336,272.5,0.0,23.800229972269953
2020-03-19 12:00:00,0.0,141.29905787494002,272.5,0.0,42.80822997226996
2020-03-19 13:00:00,0.0,142.0928719599,272.5,0.0,39.011029972269974
2020-03-19 14:00:00,0.0,137.06835131594,272.5,0.0,48.47102997227006
2020-03-19 15:00:00,0.0,140.24542800594,272.5,0.0,61.97102997227003
2020-03-19 16:00:00,0.0,154.30324555092,272.5,0.0,66.94482997226999
2020-03-19 17:00:00,0.0,177.68083914294002,272.5,0.0,54.49102997226998
2020-03-19 18:00:00,3.8997700277299927,207.5,272.5,0.0,0.0
2020-03-19 19:00:00,24.76977002773001,207.5,251.8435525815701,0.0,0.0
2020-03-19 20:00:00,15.14427002773,207.5,272.5,0.0,0.0
2020-03-19 21:00:00,0.0,204.891765324336,272.5,0.0,16.761029972269995
2020-03-19 22:00:00,0.0,191.271765324336,272.5,0.0,56.951029972270035
2020-03-19 23:00:00,0.0,172.211765324336,272.5,0.0,95.77102997227003
2020-03-20 00:00:00,0.0,168.12176532433602,272.5,0.0,118.25258483482989
2020-03-20 01:00:00,0.0,162.251165324336,272.5,0.0,139.60828483482987
2020-03-20 02:00:00,0.0,156.14796532433598,272.5,0.0,149.51178483482988
2020-03-20 03:00:00,0.0,161.901765324336,272.5,0.0,139.2825848348299
2020-03-20 04:00:00,0.0,155.187965324336,272.5,0.0,141.7938848348299
2020-03-20 05:00:00,0.0,166.932765324336,272.5,0.0,115.62666967582989
2020-03-20 06:00:00,0.0,172.091765324336,272.5,0.0,72.9352696758299
2020-03-20 07:00:00,0.0,171.05160356042,272.5,0.0,48.86526967582991
2020-03-20 08:00:00,0.0,169.2097962984,272.5,0.0,19.735269675829855
2020-03-20 09:00:00,0.0,164.1616314284,272.5,0.0,0.8652696758298362
2020-03-20 10:00:00,0.0,156.10723046738002,272.5,0.0,12.266169675829843
2020-03-20 11:00:00,0.0,173.06518188942,272.5,0.0,15.359969675829888
2020-03-20 12:00:00,0.0,155.287965324336,272.5,0.0,33.142469675829915
2020-03-20 13:00:00,0.0,142.50758131738002,272.5,0.0,43.039969675829894
2020-03-20 14:00:00,0.0,137.28521471942003,272.5,0.0,63.517869675829814
2020-03-20 15:00:00,0.0,146.76144790840002,272.5,0.0,75.14446967582992
2020-03-20 16:00:00,0.0,158.0973926544,272.5,0.0,80.0444696758299
2020-03-20 17:00:00,0.0,173.91841306842002,272.5,0.0,55.55526967582986
2020-03-20 18:00:00,12.974730324170167,207.5,272.5,0.0,0.0
2020-03-20 19:00:00,14.315530324170112,207.5,272.5,0.0,0.0
2020-03-20 20:00:00,5.784730324170113,207.5,272.5,0.0,0.0
2020-03-20 21:00:00,0.0,196.325965324336,272.5,0.0,8.38672562807993
2020-03-20 22:00:00,0.0,187.55976532433598,272.5,0.0,29.31456741701986
2020-03-20 23:00:00,0.0,177.079765324336,272.5,0.0,59.97456741701983
2020-03-21 00:00:00,0.0,164.186680648672,272.5,0.0,97.2055839825299
2020-03-21 01:00:00,0.0,159.005965324336,272.5,0.0,107.21788398252987
2020-03-21 02:00:00,0.0,162.58976532433599,272.16681908405155,0.0,101.7263839825299
2020-03-21 03:00:00,0.0,165.68976532433598,255.63273816810312,0.0,103.0963839825299
2020-03-21 04:00:00,0.0,155.585965324336,268.58681908405157,0.0,119.98178398252985
2020-03-21 05:00:00,0.0,160.913965324336,253.9404190840515,0.0,106.06558398252989
2020-03-21 06:00:00,0.0,159.989765324336,269.61681908405154,0.0,78.43638398252992
2020-03-21 07:00:00,0.0,170.08976532433599,272.5,0.0,46.746383982529885
2020-03-21 08:00:00,0.0,160.16838632611405,272.5,0.0,18.836383982529902
2020-03-21 09:00:00,0.0,145.282736206094,272.5,0.0,12.836383982529902
2020-03-21 10:00:00,0.0,189.009765324336,272.5,0.0,9.916383982529872
2020-03-21 11:00:00,0.0,140.61708707707405,272.5,0.0,21.25638398252989
2020-03-21 12:00:00,0.0,183.12146532433601,272.5,0.0,44.3786839825299
2020-03-21 13:00:00,0.0,174.80976532433598,272.5,0.0,51.76708398252989
2020-03-21 14:00:00,0.0,153.325965324336,272.5,0.0,58.481383982529884
2020-03-21 15:00:00,0.0,153.139765324336,272.5,0.0,63.026083982529876
2020-03-21 16:00:00,0.0,134.88596532433598,272.5,0.0,62.4955839825299
2020-03-21 17:00:00,0.0,139.38596532433598,272.5,0.0,43.23638398252988
2020-03-21 18:00:00,14.744416017470144,180.39012597760268,272.5,0.0,0.0
2020-03-21 19:00:00,27.814416017470165,173.72360467106938,272.5,0.0,0.0
2020-03-21 20:00:00,22.983616017470155,173.339765324336,272.5,0.0,0.0
2020-03-21 21:00:00,0.0,156.279765324336,272.5,0.0,17.30368398252987
2020-03-21 22:00:00,0.0,137.95976532433602,272.5,0.0,48.92638398252989
2020-03-21 23:00:00,0.0,116.961465324336,272.5,0.0,80.13638398252988
2020-03-22 00:00:00,0.0,111.115965324336,272.5,0.0,112.18558398252988
2020-03-22 01:00:00,0.0,108.935965324336,272.5,0.0,120.19558398252991
2020-03-22 02:00:00,0.0,104.195965324336,266.0452190840516,0.0,126.38558398252991
2020-03-22 03:00:00,0.0,109.35496532433599,256.76491908405154,0.0,120.69238398252989
2020-03-22 04:00:00,0.0,109.828765324336,249.75061908405152,0.0,128.93558398252986
2020-03-22 05:00:00,0.0,111.35316532433599,250.5905190840515,0.0,113.80638398252988
2020-03-22 06:00:00,0.0,99.528765324336,229.00681908405159,0.0,139.4055839825299
2020-03-22 07:00:00,0.0,102.433365324336,249.90681908405153,0.0,119.72618398252986
2020-03-22 08:00:00,0.0,107.243465324336,266.06441908405156,0.0,92.29688398252992
2020-03-22 09:00:00,0.0,110.601265324336,272.5,0.0,75.8786839825299
2020-03-22 10:00:00,0.0,113.763365324336,272.5,0.0,63.53928398252989
2020-03-22 11:00:00,0.0,114.21656532433599,272.5,0.0,49.86638398252989
2020-03-22 12:00:00,0.0,111.36346532433599,272.5,0.0,46.236383982529894
2020-03-22 13:00:00,0.0,113.021765324336,272.5,0.0,60.715583982529886
2020-03-22 14:00:00,0.0,112.56856532433599,272.5,0.0,56.74648398252989
2020-03-22 15:00:00,0.0,115.607065324336,272.5,0.0,45.736383982529894
2020-03-22 16:00:00,0.0,115.813065324336,272.5,0.0,36.1963839825299
2020-03-22 17:00:00,0.0,122.479765324336,272.5,0.0,29.62638398252991
2020-03-22 18:00:00,24.660124951536748,157.979765324336,272.5,0.0,0.0
2020-03-22 19:00:00,44.04440708340354,163.099765324336,272.5,0.0,0.0
2020-03-22 20:00:00,28.713616017470173,158.629765324336,272.5,0.0,0.0
2020-03-22 21:00:00,0.0,139.701665324336,272.5,0.0,5.056383982529923
2020-03-22 22:00:00,0.0,127.369765324336,272.5,0.0,55.64558398252991
2020-03-22 23:00:00,0.0,110.31596532433599,272.5,0.0,85.0555839825299
2020-03-23 00:00:00,0.0,97.61596532433599,272.5,0.0,111.6055839825299
2020-03-23 01:00:00,0.0,94.22596532433599,272.5,0.0,114.56472565301999
2020-03-23 02:00:00,0.0,92.42596532433598,272.5,0.0,131.76392565301998
2020-03-23 03:00:00,0.0,90.71746532433599,272.5,0.0,122.48472565301995
2020-03-23 04:00:00,0.0,94.98646532433598,272.5,0.0,133.96392565301997
2020-03-23 05:00:00,0.0,96.68596532433598,272.5,0.0,123.74212565301997
2020-03-23 06:00:00,0.0,91.32866532433599,261.40681908405156,0.0,117.84462565301996
2020-03-23 07:00:00,0.0,90.80596532433599,272.5,0.0,90.59082565301992
2020-03-23 08:00:00,0.0,100.93986532433598,272.5,0.0,64.26402565301993
2020-03-23 09:00:00,0.0,104.21526532433599,272.5,0.0,53.953725653019944
2020-03-23 10:00:00,0.0,111.30586532433598,272.5,0.0,40.45472565301992
2020-03-23 11:00:00,0.0,114.05976532433598,272.5,0.0,37.82472565301998
2020-03-23 12:00:00,0.0,102.10596532433598,272.5,0.0,59.62428818671647
2020-03-23 13:00:00,0.0,107.46596532433598,272.5,0.0,53.493688186716454
2020-03-23 14:00:00,0.0,111.25016532433598,272.5,0.0,45.49418818671644
2020-03-23 15:00:00,0.0,111.12656532433598,272.5,0.0,44.958588186716455
2020-03-23 16:00:00,0.0,112.85696532433599,272.5,0.0,38.495088186716444
2020-03-23 17:00:00,0.0,122.09968306273603,272.5,0.0,22.10048818671646
2020-03-23 18:00:00,31.805734891783644,163.43804758593592,272.5,0.0,0.0
2020-03-23 19:00:00,36.98653489178358,158.87596532433597,272.5,0.0,0.0
2020-03-23 20:00:00,26.36603489178357,161.93976532433595,272.5,0.0,0.0
2020-03-23 21:00:00,0.0,147.96976532433595,272.5,0.0,10.415265108216431
2020-03-23 22:00:00,0.0,136.16976532433597,272.5,0.0,47.964265108216466
2020-03-23 23:00:00,0.0,113.50196532433598,272.5,0.0,85.02426510821647
2020-03-24 00:00:00,0.0,107.22596532433599,272.5,0.0,118.83176510821643
2020-03-24 01:00:00,0.0,109.853545324336,272.5,0.0,132.31346510821646
2020-03-24 02:00:00,0.0,97.01596532433598,272.5,0.0,127.60426510821644
2020-03-24 03:00:00,0.0,104.02976532433598,272.5,0.0,141.38346510821646
2020-03-24 04:00:00,0.0,95.81596532433598,272.5,0.0,139.00346510821646
2020-03-24 05:00:00,0.0,97.62596532433598,272.5,0.0,125.98126510821642
2020-03-24 06:00:00,0.0,89.56596532433598,267.90681908405156,0.0,121.66476510821643
2020-03-24 07:00:00,0.0,97.81896532433598,272.5,0.0,104.74346510821643
2020-03-24 08:00:00,0.0,105.45126532433599,272.5,0.0,69.29426510821642
2020-03-24 09:00:00,0.0,110.714565324336,272.5,0.0,54.404265108216464
2020-03-24 10:00:00,0.0,114.55646532433597,272.5,0.0,46.76426510821642
2020-03-24 11:00:00,0.0,118.95976532433599,272.5,0.0,44.97426510821646
2020-03-24 12:00:00,0.0,108.50596532433599,272.5,0.0,50.56426510821643
2020-03-24 13:00:00,0.0,114.081865324336,272.5,0.0,73.4004071883961
2020-03-24 14:00:00,0.0,123.79556532433601,272.5,0.0,74.8465071883961
2020-03-24 15:00:00,0.0,120.999765324336,272.5,0.0,62.407307188396075
2020-03-24 16:00:00,0.0,124.40976532433598,272.5,0.0,59.53730718839607
2020-03-24 17:00:00,0.0,124.609765324336,272.5,0.0,57.1273071883961
2020-03-24 18:00:00,16.83269281160395,168.27976532433595,272.5,0.0,0.0
2020-03-24 19:00:00,25.673264863003993,164.345965324336,272.5,0.0,0.0
2020-03-24 20:00:00,11.541474863003984,167.02976532433598,272.5,0.0,0.0
2020-03-24 21:00:00,0.0,154.77976532433598,272.5,0.0,18.007535136995983
2020-03-24 22:00:00,0.0,127.28596532433598,272.5,0.0,72.71401917449603
2020-03-24 23:00:00,0.0,114.84596532433599,272.5,0.0,108.39701917449605
2020-03-25 00:00:00,0.0,106.45151365357401,272.5,0.0,124.55418915650401
2020-03-25 01:00:00,0.0,105.06796532433599,272.5,0.0,142.23158915650401
2020-03-25 02:00:00,0.0,98.43411365357402,272.5,0.0,146.76658915650404
2020-03-25 03:00:00,0.0,96.661513653574,272.5,0.0,145.53468915650402
2020-03-25 04:00:00,0.0,98.71691365357401,272.5,0.0,153.941589156504
2020-03-25 05:00:00,0.0,102.94206532433599,272.5,0.0,140.22608915650403
2020-03-25 06:00:00,0.0,92.80684180057402,272.5,0.0,136.060689156504
2020-03-25 07:00:00,0.0,94.4222,272.5,0.0,118.30158915650401
2020-03-25 08:00:00,0.0,101.9618,272.5,0.0,84.21468915650405
2020-03-25 09:00:00,0.0,106.10240000000002,272.5,0.0,74.038289156504
2020-03-25 10:00:00,0.0,108.11266532433598,272.5,0.0,59.812389156504
2020-03-25 11:00:00,0.0,104.9385,272.5,0.0,57.35238915650403
2020-03-25 12:00:00,0.0,105.1651,272.5,0.0,75.401589156504
2020-03-25 13:00:00,0.0,108.9143,272.5,0.0,70.53408915650401
2020-03-25 14:00:00,0.0,106.9882,272.5,0.0,60.71238915650402
2020-03-25 15:00:00,0.0,107.1427,272.5,0.0,57.562389156504
2020-03-25 16:00:00,0.0,107.7504,272.5,0.0,69.279789156504
2020-03-25 17:00:00,0.0,112.11360317351047,272.5,0.0,53.16238915650405
2020-03-25 18:00:00,25.937610843495982,151.71863430506352,272.5,0.0,0.0
2020-03-25 19:00:00,25.948410843495992,169.34151365357403,272.5,0.0,0.0
2020-03-25 20:00:00,22.447610843496,155.91531365357403,272.5,0.0,0.0
2020-03-25 21:00:00,0.0,142.85531365357403,272.5,0.0,10.802389156504006
2020-03-25 22:00:00,0.0,118.62151365357401,272.5,0.0,17.025420269013974
2020-03-25 23:00:00,0.0,101.70151365357401,272.5,0.0,60.76542026901397
2020-03-26 00:00:00,0.0,102.56593109309402,272.5,0.0,81.32994635938394
2020-03-26 01:00:00,0.0,92.01323109309402,272.5,0.0,104.13024635938395
2020-03-26 02:00:00,0.0,94.54243109309402,272.5,0.0,112.90024635938396
2020-03-26 03:00:00,0.0,88.66323109309401,272.5,0.0,114.34024635938393
2020-03-26 04:00:00,0.0,92.50923109309402,272.5,0.0,114.05024635938393
2020-03-26 05:00:00,0.0,94.78553109309402,272.5,0.0,101.68314635938394
2020-03-26 06:00:00,0.0,94.40870853311402,272.5,0.0,100.63254635938394
2020-03-26 07:00:00,0.0,83.51796532433599,272.5,0.0,80.15614635938397
2020-03-26 08:00:00,0.0,91.79066532433598,272.5,0.0,55.724546359383965
2020-03-26 09:00:00,0.0,106.70176532433598,272.5,0.0,42.602346359383944
2020-03-26 10:00:00,0.0,102.4258,272.5,0.0,28.921046359383933
2020-03-26 11:00:00,0.0,96.37796532433599,272.5,0.0,25.061046359383948
2020-03-26 12:00:00,0.0,92.11796532433598,272.5,0.0,28.561046359383962
2020-03-26 13:00:00,0.0,92.78366532433598,272.5,0.0,31.841046359383963
2020-03-26 14:00:00,0.0,89.28796532433599,272.5,0.0,35.45104635938394
2020-03-26 15:00:00,0.0,89.3237,272.5,0.0,43.80804635938394
2020-03-26 16:00:00,0.0,96.69580000000002,272.5,0.0,33.38104635938396
2020-03-26 17:00:00,0.0,102.85990000000001,272.5,0.0,27.239446359383944
2020-03-26 18:00:00,54.22735364061606,133.733028961074,272.5,0.0,0.0
2020-03-26 19:00:00,56.38975364061611,140.12613109309402,272.5,0.0,0.0
2020-03-26 20:00:00,49.61895364061604,140.06176532433597,272.5,0.0,0.0
2020-03-26 21:00:00,0.0,120.48163109309402,272.5,0.0,0.7702463593840001
2020-03-26 22:00:00,0.0,113.16176532433597,272.5,0.0,28.191046359383957
2020-03-26 23:00:00,0.0,105.85703109309401,272.5,0.0,61.481046359383924
2020-03-27 00:00:00,0.0,85.63323109309403,271.58661908405156,0.0,91.83114585402396
2020-03-27 01:00:00,0.0,83.007865324336,256.5177190840516,0.0,105.33114585402396
2020-03-27 02:00:00,0.0,80.08323109309401,245.33191908405152,0.0,111.52114585402396
2020-03-27 03:00:00,0.0,78.08323109309401,243.45791908405147,0.0,114.15114585402395
2020-03-27 04:00:00,0.0,78.50323109309402,252.04681908405152,0.0,111.90114585402394
2020-03-27 05:00:00,0.0,89.65093109309403,230.86041908405153,0.0,100.85904585402396
2020-03-27 06:00:00,0.0,73.84043343409402,233.0768190840516,0.0,98.01854585402394
2020-03-27 07:00:00,0.0,76.592,264.91681908405155,0.0,83.84114585402395
2020-03-27 08:00:00,0.0,83.04070000000002,272.5,0.0,53.94254585402396
2020-03-27 09:00:00,0.0,87.9126,272.5,0.0,44.00304585402395
2020-03-27 10:00:00,0.0,90.4361,272.5,0.0,30.11194585402394
2020-03-27 11:00:00,0.0,95.22736532433599,272.5,0.0,23.181945854023947
2020-03-27 12:00:00,0.0,99.65176532433598,272.5,0.0,26.281945854023956
2020-03-27 13:00:00,0.0,94.82386532433598,272.5,0.0,44.21724585402394
2020-03-27 14:00:00,0.0,90.50796532433598,272.5,0.0,45.43114585402397
2020-03-27 15:00:00,0.0,89.81796532433599,272.5,0.0,29.121945854023974
2020-03-27 16:00:00,0.0,95.26856532433598,272.5,0.0,22.051945854023952
2020-03-27 17:00:00,0.0,104.73176532433598,272.5,0.0,2.681945854023933
2020-03-27 18:00:00,42.66885414597613,132.98263010407405,272.5,0.0,0.0
2020-03-27 19:00:00,51.718854145976024,136.70323109309402,272.5,0.0,0.0
2020-03-27 20:00:00,43.21805414597611,138.451765324336,272.5,0.0,0.0
2020-03-27 21:00:00,7.038894467995988,119.11796532433598,272.5,0.0,0.0
2020-03-27 22:00:00,0.0,116.19176532433598,272.5,0.0,29.06110553200403
2020-03-27 23:00:00,0.0,93.53796532433599,272.5,0.0,72.910305532004
2020-03-28 00:00:00,0.0,95.04176532433598,272.5,0.0,96.102909888864
2020-03-28 01:00:00,0.0,82.88696532433597,272.5,0.0,99.80060988886399
2020-03-28 02:00:00,0.0,79.67796532433599,265.3963190840515,0.0,113.622909888864
2020-03-28 03:00:00,0.0,81.03796532433599,257.43441908405157,0.0,104.073709888864
2020-03-28 04:00:00,0.0,83.73256532433598,250.8218190840515,0.0,116.852909888864
2020-03-28 05:00:00,0.0,87.37876532433599,249.23731908405156,0.0,112.892909888864
2020-03-28 06:00:00,0.0,77.517089621604,224.9568190840516,0.0,119.73700988886401
2020-03-28 07:00:00,0.0,73.88796532433598,243.6868190840515,0.0,112.382909888864
2020-03-28 08:00:00,0.0,79.51986532433598,261.6128190840515,0.0,84.578009888864
2020-03-28 09:00:00,0.0,81.89916532433598,272.5,0.0,61.66300988886397
2020-03-28 10:00:00,0.0,85.20546532433599,272.5,0.0,47.81370988886401
2020-03-28 11:00:00,0.0,90.49876532433598,272.5,0.0,36.04370988886399
2020-03-28 12:00:00,0.0,82.43796532433598,272.5,0.0,36.47370988886399
2020-03-28 13:00:00,0.0,86.39796532433598,272.5,0.0,55.77290988886398
2020-03-28 14:00:00,0.0,87.12126532433598,272.5,0.0,50.63290988886399
2020-03-28 15:00:00,0.0,90.93226532433599,272.5,0.0,37.433709888864016
2020-03-28 16:00:00,0.0,97.06176532433598,272.5,0.0,35.183709888864
2020-03-28 17:00:00,0.0,102.08686532433597,272.5,0.0,30.493709888864014
2020-03-28 18:00:00,46.97629011113604,133.946665964584,272.5,0.0,0.0
2020-03-28 19:00:00,49.46419011113606,135.636665964584,272.5,0.0,0.0
2020-03-28 20:00:00,38.14629011113601,138.230465964584,272.5,0.0,0.0
2020-03-28 21:00:00,6.196290111135966,124.76176532433598,272.5,0.0,0.0
2020-03-28 22:00:00,0.0,101.36796532433598,272.5,0.0,42.38290988886402
2020-03-28 23:00:00,0.0,77.24796532433598,272.5,0.0,71.57290988886402
2020-03-29 00:00:00,0.0,83.56838339655403,272.5,0.0,85.84462354250505
2020-03-29 01:00:00,0.0,80.762783396554,272.5,0.0,98.9446235425051
2020-03-29 02:00:00,0.0,83.78618339655401,272.5,0.0,98.97262354250509
2020-03-29 03:00:00,0.0,76.07838339655402,268.28681908405156,0.0,110.94462354250508
2020-03-29 04:00:00,0.0,82.37426532433598,261.6268190840516,0.0,111.1346235425051
2020-03-29 05:00:00,0.0,78.468383396554,236.01453816810303,0.0,108.1346235425051
2020-03-29 06:00:00,0.0,68.81758121453402,198.18041908405158,0.0,112.12542354250508
2020-03-29 07:00:00,0.0,76.21716532433598,238.25681908405156,0.0,106.3846235425051
2020-03-29 08:00:00,0.0,73.592,256.3764190840515,0.0,80.01812354250508
2020-03-29 09:00:00,0.0,82.31116532433597,272.5,0.0,56.798723542505094
2020-03-29 10:00:00,0.0,85.93676532433598,272.5,0.0,41.0809235425051
2020-03-29 11:00:00,0.0,88.31606532433598,272.5,0.0,24.76542354250506
2020-03-29 12:00:00,0.0,87.32726532433598,272.5,0.0,25.385423542505052
2020-03-29 13:00:00,0.0,89.3134,272.5,0.0,37.40462354250505
2020-03-29 14:00:00,0.0,95.6994,272.5,0.0,42.079851228679004
2020-03-29 15:00:00,0.0,101.24256532433597,272.5,0.0,36.37585122867899
2020-03-29 16:00:00,0.0,93.94839999999999,272.5,0.0,44.61973634215104
2020-03-29 17:00:00,0.0,97.02810000000001,272.5,0.0,39.12973634215106
2020-03-29 18:00:00,32.34026365784894,143.52176532433597,272.5,0.0,0.0
2020-03-29 19:00:00,44.56026365784897,141.332883396554,272.5,0.0,0.0
2020-03-29 20:00:00,27.060263657848992,144.702183396554,272.5,0.0,0.0
2020-03-29 21:00:00,0.0,135.062183396554,272.5,0.0,5.699736342150999
2020-03-29 22:00:00,0.0,110.66218339655401,272.5,0.0,53.93153634215102
2020-03-29 23:00:00,0.0,103.80996532433598,272.5,0.0,85.79893634215105
2020-03-30 00:00:00,0.0,83.016665964584,272.5,0.0,109.32723147993103
2020-03-30 01:00:00,0.0,77.89666596458402,272.5,0.0,110.83803147993103
2020-03-30 02:00:00,0.0,75.77666596458401,272.5,0.0,129.93723147993103
2020-03-30 03:00:00,0.0,74.85666596458401,272.5,0.0,133.217231479931
2020-03-30 04:00:00,0.0,84.020465964584,272.5,0.0,133.18723147993103
2020-03-30 05:00:00,0.0,79.74796532433598,272.5,0.0,121.25533147993102
2020-03-30 06:00:00,0.0,71.78023922658402,259.2568190840516,0.0,118.47433147993102
2020-03-30 07:00:00,0.0,73.00200000000001,272.5,0.0,91.94153147993104
2020-03-30 08:00:00,0.0,79.8992,272.5,0.0,68.01803147993104
2020-03-30 09:00:00,0.0,84.0192,272.5,0.0,55.52803147993104
2020-03-30 10:00:00,0.0,89.8696,272.5,0.0,49.85803147993106
