TIMESTAMP,MIGUILLA,ANGOSTURA,CHOQUETANGA,CARABUCO,CORANI,SANTA ISABEL,SAN JOSE 1,SAN JOSE 2,MISICUNI,KANATA
1980-01-19 00:00:00+00:00,1.394,4.036,6.540,10.501,45.879,49.639,67.116,67.116,35.202,0.231
1980-01-20 00:00:00+00:00,1.323,3.822,6.227,10.022,35.541,39.210,56.222,56.222,33.550,0.231
1980-01-21 00:00:00+00:00,1.281,3.693,6.010,9.658,42.089,45.664,62.202,62.202,31.586,0.231
1980-01-22 00:00:00+00:00,1.214,3.490,5.708,9.184,40.533,43.974,59.885,59.885,29.658,0.231
1980-01-23 00:00:00+00:00,1.218,3.507,5.673,9.074,39.222,42.558,57.983,57.983,28.873,0.231
1980-01-24 00:00:00+00:00,1.206,3.513,5.644,8.980,31.446,34.779,50.198,50.198,28.574,0.262
1980-01-25 00:00:00+00:00,1.218,3.589,5.690,8.985,38.176,41.458,56.656,56.656,28.154,0.262
1980-01-26 00:00:00+00:00,1.173,3.482,5.529,8.732,38.093,41.341,56.418,56.418,28.018,0.262
1980-01-27 00:00:00+00:00,1.159,3.441,5.451,8.621,40.333,43.711,59.396,59.396,28.840,0.199
1980-01-28 00:00:00+00:00,1.170,3.533,5.534,8.721,32.811,36.267,52.235,52.235,30.250,0.199
1980-01-29 00:00:00+00:00,1.114,3.340,5.278,8.340,38.918,42.296,57.860,57.860,29.880,0.199
1980-01-30 00:00:00+00:00,1.068,3.128,4.994,7.916,37.934,41.206,56.262,56.262,28.873,0.199
1980-01-31 00:00:00+00:00,1.013,2.932,4.723,7.512,37.264,40.445,55.068,55.068,27.410,0.199
1980-02-01 00:00:00+00:00,0.975,2.798,4.521,7.198,29.148,32.234,46.404,46.404,26.265,0.218
1980-02-02 00:00:00+00:00,0.933,2.665,4.321,6.888,34.558,37.542,51.234,51.234,24.826,0.231
1980-02-03 00:00:00+00:00,0.904,2.584,4.182,6.661,33.079,35.964,49.202,49.202,23.234,0.199
1980-02-04 00:00:00+00:00,0.882,2.504,4.045,6.430,32.238,35.045,47.957,47.957,21.713,0.199
1980-02-05 00:00:00+00:00,0.858,2.434,3.926,6.231,25.822,28.651,41.674,41.674,20.715,0.199
1980-02-06 00:00:00+00:00,0.827,2.354,3.797,6.021,30.143,32.942,45.814,45.814,19.611,0.199
1980-02-07 00:00:00+00:00,0.793,2.254,3.644,5.781,29.057,31.783,44.301,44.301,18.570,0.349
1980-02-08 00:00:00+00:00,0.762,2.159,3.496,5.551,28.040,30.692,42.871,42.871,17.596,0.349
1980-02-09 00:00:00+00:00,0.733,2.073,3.362,5.340,23.363,25.959,37.924,37.924,16.976,0.305
1980-02-10 00:00:00+00:00,0.710,2.004,3.253,5.164,27.905,30.504,42.495,42.495,16.439,0.218
1980-02-11 00:00:00+00:00,0.688,1.943,3.154,5.001,27.124,29.697,41.535,41.535,15.776,0.218
1980-02-12 00:00:00+00:00,0.679,1.909,3.082,4.864,26.281,28.821,40.511,40.511,15.025,0.218
1980-02-13 00:00:00+00:00,0.682,1.930,3.080,4.826,21.737,24.232,35.707,35.707,14.887,0.274
1980-02-14 00:00:00+00:00,0.701,2.035,3.186,4.948,25.052,27.473,38.614,38.614,15.202,0.274
1980-02-15 00:00:00+00:00,0.705,2.100,3.250,5.030,24.281,26.643,37.505,37.505,14.823,0.274
1980-02-16 00:00:00+00:00,0.754,2.332,3.486,5.300,23.578,25.884,36.480,36.480,14.130,0.274
1980-02-17 00:00:00+00:00,0.759,2.410,3.567,5.406,19.636,21.883,32.217,32.217,13.476,0.231
1980-02-18 00:00:00+00:00,0.721,2.223,3.356,5.151,22.970,25.186,35.404,35.404,12.961,0.231
1980-02-19 00:00:00+00:00,0.703,2.120,3.227,4.977,22.680,24.897,35.128,35.128,12.650,0.231
1980-02-20 00:00:00+00:00,0.688,2.063,3.147,4.857,22.395,24.591,34.727,34.727,12.423,0.231
1980-02-21 00:00:00+00:00,0.680,2.033,3.097,4.780,18.837,20.996,30.955,30.955,11.988,0.231
1980-02-22 00:00:00+00:00,0.678,2.031,3.080,4.738,21.459,23.570,33.307,33.307,11.746,0.231
1980-02-23 00:00:00+00:00,0.667,2.004,3.035,4.664,21.607,23.697,33.364,33.364,12.295,0.231
1980-02-24 00:00:00+00:00,0.657,1.974,2.992,4.618,21.662,23.762,33.505,33.505,12.499,0.262
1980-02-25 00:00:00+00:00,0.676,2.069,3.094,4.765,18.164,20.241,29.880,29.880,12.027,0.262
1980-02-26 00:00:00+00:00,0.677,2.099,3.124,4.804,20.764,22.791,32.195,32.195,11.675,0.199
1980-02-27 00:00:00+00:00,0.661,2.036,3.048,4.706,20.770,22.835,32.438,32.438,11.511,0.199
1980-02-28 00:00:00+00:00,0.635,1.919,2.909,4.521,21.174,23.298,33.196,33.196,11.406,0.199
1980-02-29 00:00:00+00:00,0.635,1.919,2.909,4.521,21.174,23.298,33.196,33.196,11.406,0.199
1980-03-01 00:00:00+00:00,0.637,1.940,2.925,4.562,18.311,20.431,30.316,30.316,12.364,0.218
1980-03-02 00:00:00+00:00,0.656,2.064,3.060,4.746,21.919,24.039,33.936,33.936,13.649,0.231
1980-03-03 00:00:00+00:00,0.683,2.220,3.256,5.034,22.347,24.460,34.309,34.309,15.033,0.199
1980-03-04 00:00:00+00:00,0.716,2.374,3.463,5.356,22.578,24.655,34.337,34.337,18.518,0.199
1980-03-05 00:00:00+00:00,0.711,2.355,3.454,5.363,19.707,21.756,31.326,31.326,20.265,0.199
1980-03-06 00:00:00+00:00,0.691,2.227,3.315,5.194,22.970,25.002,34.501,34.501,24.111,0.199
1980-03-07 00:00:00+00:00,0.777,2.494,3.617,5.548,23.185,25.207,34.691,34.691,23.973,0.349
1980-03-08 00:00:00+00:00,0.824,2.710,3.878,5.879,23.092,25.125,34.663,34.663,22.780,0.305
1980-03-09 00:00:00+00:00,0.899,2.986,4.205,6.335,19.686,21.735,31.315,31.315,23.205,0.305
1980-03-10 00:00:00+00:00,0.866,2.853,4.087,6.212,22.433,24.470,33.965,33.965,22.041,0.218
1980-03-11 00:00:00+00:00,0.843,2.664,3.881,5.948,22.099,24.118,33.476,33.476,21.486,0.218
1980-03-12 00:00:00+00:00,0.912,2.789,4.021,6.072,21.814,23.808,33.019,33.019,20.091,0.218
1980-03-13 00:00:00+00:00,0.868,2.606,3.817,5.781,18.443,20.416,29.537,29.537,19.670,0.274
1980-03-14 00:00:00+00:00,0.811,2.361,3.529,5.400,21.129,23.078,32.077,32.077,18.466,0.274
1980-03-15 00:00:00+00:00,0.790,2.270,3.415,5.247,20.639,22.547,31.343,31.343,16.994,0.274
1980-03-16 00:00:00+00:00,0.767,2.192,3.316,5.103,20.538,22.424,31.133,31.133,16.079,0.274
1980-03-17 00:00:00+00:00,0.752,2.151,3.257,5.015,17.301,19.187,27.895,27.895,15.588,0.231
1980-03-18 00:00:00+00:00,0.747,2.174,3.269,5.021,20.175,22.060,30.761,30.761,15.151,0.231
1980-03-19 00:00:00+00:00,0.736,2.166,3.253,4.998,19.903,21.766,30.356,30.356,14.903,0.231
1980-03-20 00:00:00+00:00,0.732,2.158,3.239,4.975,19.527,21.352,29.761,29.761,14.576,0.231
1980-03-21 00:00:00+00:00,0.726,2.151,3.226,4.947,15.971,17.757,25.983,25.983,14.086,0.231
1980-03-22 00:00:00+00:00,0.766,2.337,3.425,5.188,18.672,20.417,28.450,28.450,14.031,0.231
1980-03-23 00:00:00+00:00,0.801,2.560,3.670,5.527,18.342,20.046,27.886,27.886,14.262,0.231
1980-03-24 00:00:00+00:00,0.867,2.806,3.935,5.835,18.086,19.750,27.405,27.405,14.844,0.262
1980-03-25 00:00:00+00:00,0.912,2.979,4.137,6.117,14.846,16.475,23.973,23.973,15.831,0.262
1980-03-26 00:00:00+00:00,0.896,2.888,4.078,6.130,18.150,19.794,27.362,27.362,16.773,0.199
1980-03-27 00:00:00+00:00,0.840,2.640,3.820,5.839,18.406,20.064,27.696,27.696,17.644,0.199
1980-03-28 00:00:00+00:00,0.825,2.535,3.700,5.692,18.461,20.091,27.589,27.589,19.023,0.199
1980-03-29 00:00:00+00:00,0.793,2.403,3.553,5.504,15.291,16.907,24.316,24.316,23.127,0.199
1980-03-30 00:00:00+00:00,0.761,2.274,3.400,5.303,18.341,19.951,27.328,27.328,23.993,0.199
1980-03-31 00:00:00+00:00,0.785,2.336,3.443,5.316,18.167,19.759,27.049,27.049,22.882,0.199
1980-04-01 00:00:00+00:00,0.763,2.294,3.373,5.199,17.905,19.478,26.670,26.670,21.720,0.218
1980-04-02 00:00:00+00:00,0.769,2.355,3.406,5.191,14.835,16.443,23.803,23.803,19.806,0.231
1980-04-03 00:00:00+00:00,0.727,2.216,3.235,4.950,17.931,19.621,27.313,27.313,18.024,0.199
1980-04-04 00:00:00+00:00,0.701,2.082,3.072,4.726,17.863,19.606,27.488,27.488,16.785,0.199
1980-04-05 00:00:00+00:00,0.689,2.030,3.001,4.622,17.976,19.758,27.841,27.841,15.722,0.199
1980-04-06 00:00:00+00:00,0.658,1.921,2.867,4.434,14.697,16.478,24.556,24.556,14.752,0.199
1980-04-07 00:00:00+00:00,0.635,1.838,2.754,4.265,17.362,19.097,26.961,26.961,13.759,0.349
1980-04-08 00:00:00+00:00,0.609,1.752,2.640,4.097,16.937,18.628,26.285,26.285,12.835,0.305
1980-04-09 00:00:00+00:00,0.583,1.667,2.526,3.929,16.407,18.055,25.513,25.513,12.019,0.305
1980-04-10 00:00:00+00:00,0.561,1.595,2.427,3.779,13.134,14.739,22.006,22.006,11.300,0.218
1980-04-11 00:00:00+00:00,0.540,1.532,2.337,3.643,15.454,17.020,24.106,24.106,10.660,0.218
1980-04-12 00:00:00+00:00,0.521,1.474,2.256,3.518,15.022,16.550,23.467,23.467,10.082,0.218
1980-04-13 00:00:00+00:00,0.510,1.446,2.207,3.434,14.654,16.146,22.901,22.901,9.602,0.274
1980-04-14 00:00:00+00:00,0.495,1.408,2.150,3.350,11.906,13.362,19.956,19.956,9.169,0.274
1980-04-15 00:00:00+00:00,0.478,1.359,2.080,3.247,14.018,15.446,21.910,21.910,8.739,0.274
1980-04-16 00:00:00+00:00,0.463,1.313,2.013,3.144,13.722,15.120,21.462,21.462,8.333,0.274
1980-04-17 00:00:00+00:00,0.448,1.270,1.951,3.047,13.402,14.769,20.968,20.968,7.962,0.231
1980-04-18 00:00:00+00:00,0.434,1.230,1.893,2.957,11.018,12.353,18.409,18.409,7.627,0.231
1980-04-19 00:00:00+00:00,0.421,1.193,1.838,2.872,12.793,14.097,20.016,20.016,7.320,0.231
1980-04-20 00:00:00+00:00,0.409,1.158,1.786,2.790,12.505,13.781,19.570,19.570,7.034,0.231
1980-04-21 00:00:00+00:00,0.399,1.131,1.742,2.718,12.228,13.476,19.138,19.138,6.768,0.231
1980-04-22 00:00:00+00:00,0.390,1.106,1.702,2.652,10.179,11.400,16.936,16.936,6.524,0.231
1980-04-23 00:00:00+00:00,0.381,1.080,1.661,2.587,11.753,12.947,18.363,18.363,6.456,0.231
1980-04-24 00:00:00+00:00,0.371,1.052,1.619,2.520,11.529,12.697,17.995,17.995,6.355,0.262
1980-04-25 00:00:00+00:00,0.367,1.043,1.600,2.485,11.281,12.424,17.607,17.607,6.127,0.262
1980-04-26 00:00:00+00:00,0.360,1.028,1.574,2.444,9.465,10.583,15.656,15.656,5.914,0.199
1980-04-27 00:00:00+00:00,0.352,1.002,1.535,2.382,10.838,11.937,16.924,16.924,5.757,0.199
1980-04-28 00:00:00+00:00,0.349,1.001,1.525,2.361,10.783,11.892,16.919,16.919,5.603,0.199
1980-04-29 00:00:00+00:00,0.362,1.077,1.611,2.471,10.764,11.892,16.999,16.999,5.675,0.199
1980-04-30 00:00:00+00:00,0.364,1.102,1.640,2.509,9.181,10.305,15.399,15.399,5.730,0.199
1980-05-01 00:00:00+00:00,0.353,1.047,1.572,2.417,10.472,11.577,16.596,16.596,5.560,0.218
1980-05-02 00:00:00+00:00,0.342,1.003,1.515,2.338,10.302,11.385,16.301,16.301,5.379,0.231
1980-05-03 00:00:00+00:00,0.332,0.966,1.467,2.268,10.102,11.162,15.979,15.979,5.208,0.199
1980-05-04 00:00:00+00:00,0.323,0.935,1.424,2.206,8.582,9.621,14.342,14.342,5.048,0.199
1980-05-05 00:00:00+00:00,0.314,0.907,1.385,2.148,9.719,10.738,15.365,15.365,4.895,0.199
1980-05-06 00:00:00+00:00,0.306,0.881,1.349,2.093,9.537,10.535,15.070,15.070,4.750,0.199
1980-05-07 00:00:00+00:00,0.299,0.860,1.317,2.045,9.361,10.339,14.785,14.785,4.614,0.349
1980-05-08 00:00:00+00:00,0.295,0.849,1.298,2.011,8.066,9.026,13.387,13.387,4.493,0.305
1980-05-09 00:00:00+00:00,0.293,0.845,1.285,1.985,9.081,10.022,14.306,14.306,4.377,0.305
1980-05-10 00:00:00+00:00,0.289,0.831,1.262,1.946,8.937,9.861,14.066,14.066,4.256,0.218
1980-05-11 00:00:00+00:00,0.282,0.809,1.231,1.899,8.781,9.687,13.813,13.813,4.141,0.218
1980-05-12 00:00:00+00:00,0.275,0.787,1.201,1.855,7.637,8.525,12.574,12.574,4.031,0.218
1980-05-13 00:00:00+00:00,0.269,0.767,1.172,1.812,8.474,9.346,13.318,13.318,3.926,0.274
1980-05-14 00:00:00+00:00,0.267,0.757,1.153,1.779,8.327,9.182,13.080,13.080,3.845,0.274
1980-05-15 00:00:00+00:00,0.266,0.749,1.139,1.755,8.260,9.119,13.033,13.033,3.770,0.274
1980-05-16 00:00:00+00:00,0.262,0.737,1.122,1.728,7.468,8.373,12.472,12.472,3.790,0.274
1980-05-17 00:00:00+00:00,0.257,0.721,1.098,1.694,8.416,9.344,13.532,13.532,3.813,0.231
1980-05-18 00:00:00+00:00,0.251,0.704,1.074,1.657,8.289,9.201,13.316,13.316,3.736,0.231
1980-05-19 00:00:00+00:00,0.245,0.688,1.051,1.622,8.250,9.172,13.329,13.329,3.644,0.231
1980-05-20 00:00:00+00:00,0.239,0.672,1.028,1.588,7.338,8.268,12.453,12.453,3.552,0.231
1980-05-21 00:00:00+00:00,0.234,0.658,1.007,1.555,8.106,9.018,13.127,13.127,3.466,0.231
1980-05-22 00:00:00+00:00,0.229,0.644,0.986,1.524,7.966,8.861,12.895,12.895,3.384,0.231
1980-05-23 00:00:00+00:00,0.224,0.630,0.966,1.493,7.828,8.707,12.666,12.666,3.304,0.231
1980-05-24 00:00:00+00:00,0.220,0.617,0.947,1.464,6.914,7.776,11.663,11.663,3.227,0.262
1980-05-25 00:00:00+00:00,0.215,0.605,0.929,1.436,7.565,8.412,12.227,12.227,3.153,0.262
1980-05-26 00:00:00+00:00,0.211,0.593,0.911,1.409,7.440,8.272,12.019,12.019,3.082,0.199
1980-05-27 00:00:00+00:00,0.207,0.582,0.894,1.383,7.319,8.135,11.815,11.815,3.014,0.199
1980-05-28 00:00:00+00:00,0.203,0.571,0.878,1.357,6.541,7.343,10.957,10.957,2.950,0.199
1980-05-29 00:00:00+00:00,0.199,0.560,0.861,1.332,7.094,7.882,11.433,11.433,2.889,0.199
1980-05-30 00:00:00+00:00,0.195,0.550,0.846,1.308,6.982,7.757,11.247,11.247,2.828,0.199
1980-05-31 00:00:00+00:00,0.191,0.540,0.830,1.284,6.874,7.635,11.065,11.065,2.768,0.199
1980-06-01 00:00:00+00:00,0.188,0.530,0.815,1.261,6.241,6.988,10.369,10.369,2.711,0.218
1980-06-02 00:00:00+00:00,0.184,0.520,0.801,1.238,6.740,7.476,10.812,10.812,2.656,0.231
1980-06-03 00:00:00+00:00,0.181,0.511,0.787,1.217,6.666,7.391,10.678,10.678,2.606,0.199
1980-06-04 00:00:00+00:00,0.178,0.502,0.773,1.196,6.585,7.297,10.532,10.532,2.557,0.199
1980-06-05 00:00:00+00:00,0.175,0.493,0.760,1.175,6.008,6.709,9.889,9.889,2.507,0.199
1980-06-06 00:00:00+00:00,0.172,0.484,0.747,1.155,6.393,7.082,10.210,10.210,2.458,0.199
1980-06-07 00:00:00+00:00,0.169,0.476,0.734,1.135,6.387,7.065,10.143,10.143,2.482,0.349
1980-06-08 00:00:00+00:00,0.166,0.468,0.722,1.116,6.487,7.153,10.184,10.184,2.677,0.305
1980-06-09 00:00:00+00:00,0.163,0.460,0.710,1.098,5.987,6.643,9.626,9.626,2.794,0.305
1980-06-10 00:00:00+00:00,0.160,0.452,0.698,1.080,6.360,7.005,9.939,9.939,2.731,0.218
1980-06-11 00:00:00+00:00,0.157,0.445,0.687,1.062,6.297,6.931,9.818,9.818,2.666,0.218
1980-06-12 00:00:00+00:00,0.155,0.438,0.675,1.045,6.250,6.878,9.742,9.742,2.613,0.218
1980-06-13 00:00:00+00:00,0.153,0.433,0.668,1.034,5.728,6.354,9.202,9.202,2.627,0.274
1980-06-14 00:00:00+00:00,0.151,0.429,0.661,1.025,6.107,6.725,9.537,9.537,2.645,0.274
1980-06-15 00:00:00+00:00,0.149,0.423,0.651,1.010,6.013,6.621,9.388,9.388,2.597,0.274
1980-06-16 00:00:00+00:00,0.146,0.416,0.641,0.994,5.920,6.519,9.243,9.243,2.535,0.274
1980-06-17 00:00:00+00:00,0.144,0.409,0.631,0.978,5.458,6.048,8.728,8.728,2.480,0.231
1980-06-18 00:00:00+00:00,0.142,0.404,0.623,0.965,5.785,6.367,9.013,9.013,2.446,0.231
1980-06-19 00:00:00+00:00,0.141,0.398,0.615,0.952,5.744,6.323,8.952,8.952,2.464,0.231
1980-06-20 00:00:00+00:00,0.138,0.392,0.606,0.938,5.687,6.262,8.867,8.867,2.481,0.231
1980-06-21 00:00:00+00:00,0.136,0.386,0.596,0.923,5.286,5.852,8.421,8.421,2.442,0.231
1980-06-22 00:00:00+00:00,0.134,0.380,0.587,0.909,5.575,6.132,8.667,8.667,2.387,0.231
1980-06-23 00:00:00+00:00,0.132,0.374,0.578,0.895,5.501,6.049,8.547,8.547,2.334,0.231
1980-06-24 00:00:00+00:00,0.130,0.368,0.569,0.882,5.422,5.962,8.422,8.422,2.283,0.262
1980-06-25 00:00:00+00:00,0.128,0.363,0.561,0.868,5.081,5.613,8.037,8.037,2.234,0.262
1980-06-26 00:00:00+00:00,0.126,0.357,0.552,0.855,5.269,5.794,8.181,8.181,2.186,0.199
1980-06-27 00:00:00+00:00,0.124,0.352,0.544,0.843,5.196,5.713,8.065,8.065,2.141,0.199
1980-06-28 00:00:00+00:00,0.122,0.347,0.536,0.830,5.124,5.633,7.950,7.950,2.096,0.199
1980-06-29 00:00:00+00:00,0.120,0.342,0.528,0.818,4.864,5.365,7.649,7.649,2.053,0.199
1980-06-30 00:00:00+00:00,0.119,0.340,0.525,0.813,4.984,5.478,7.729,7.729,2.085,0.199
1980-07-01 00:00:00+00:00,0.123,0.356,0.547,0.846,4.924,5.413,7.635,7.635,2.177,0.218
1980-07-02 00:00:00+00:00,0.131,0.396,0.594,0.908,4.865,5.347,7.542,7.542,2.264,0.231
1980-07-03 00:00:00+00:00,0.148,0.483,0.690,1.023,4.670,5.145,7.308,7.308,2.299,0.199
1980-07-04 00:00:00+00:00,0.164,0.574,0.789,1.140,4.794,5.262,7.394,7.394,2.276,0.199
1980-07-05 00:00:00+00:00,0.174,0.598,0.810,1.160,4.735,5.197,7.298,7.298,2.233,0.199
1980-07-06 00:00:00+00:00,0.176,0.577,0.785,1.127,4.677,5.132,7.203,7.203,2.179,0.199
1980-07-07 00:00:00+00:00,0.171,0.537,0.742,1.075,4.485,4.933,6.976,6.976,2.127,0.349
1980-07-08 00:00:00+00:00,0.165,0.499,0.701,1.027,4.610,5.052,7.065,7.065,2.079,0.305
1980-07-09 00:00:00+00:00,0.159,0.474,0.673,0.997,4.555,4.991,6.977,6.977,2.076,0.305
1980-07-10 00:00:00+00:00,0.156,0.461,0.658,0.982,4.501,4.931,6.891,6.891,2.110,0.218
1980-07-11 00:00:00+00:00,0.154,0.457,0.654,0.980,4.317,4.742,6.674,6.674,2.106,0.218
1980-07-12 00:00:00+00:00,0.153,0.452,0.648,0.973,4.395,4.813,6.719,6.719,2.065,0.218
1980-07-13 00:00:00+00:00,0.150,0.438,0.631,0.949,4.338,4.751,6.630,6.630,2.017,0.274
1980-07-14 00:00:00+00:00,0.146,0.422,0.612,0.924,4.323,4.730,6.584,6.584,1.983,0.274
1980-07-15 00:00:00+00:00,0.143,0.407,0.595,0.901,4.159,4.560,6.388,6.388,1.957,0.274
1980-07-16 00:00:00+00:00,0.139,0.395,0.579,0.880,4.238,4.633,6.437,6.437,1.918,0.274
1980-07-17 00:00:00+00:00,0.136,0.384,0.566,0.861,4.184,4.574,6.352,6.352,1.875,0.231
1980-07-18 00:00:00+00:00,0.134,0.374,0.553,0.844,4.166,4.551,6.306,6.306,1.834,0.231
1980-07-19 00:00:00+00:00,0.131,0.365,0.542,0.827,4.010,4.389,6.120,6.120,1.794,0.231
1980-07-20 00:00:00+00:00,0.128,0.357,0.531,0.812,4.061,4.435,6.144,6.144,1.755,0.231
1980-07-21 00:00:00+00:00,0.126,0.349,0.521,0.797,4.013,4.382,6.069,6.069,1.718,0.231
1980-07-22 00:00:00+00:00,0.124,0.346,0.515,0.789,3.971,4.337,6.004,6.004,1.683,0.231
1980-07-23 00:00:00+00:00,0.123,0.342,0.510,0.782,3.890,4.252,5.901,5.901,1.675,0.231
1980-07-24 00:00:00+00:00,0.121,0.337,0.502,0.769,3.889,4.246,5.873,5.873,1.664,0.262
1980-07-25 00:00:00+00:00,0.119,0.330,0.493,0.756,3.840,4.192,5.797,5.797,1.629,0.262
1980-07-26 00:00:00+00:00,0.117,0.324,0.484,0.743,3.792,4.140,5.724,5.724,1.596,0.199
1980-07-27 00:00:00+00:00,0.115,0.318,0.476,0.731,3.746,4.089,5.653,5.653,1.565,0.199
1980-07-28 00:00:00+00:00,0.113,0.312,0.468,0.719,3.701,4.040,5.583,5.583,1.535,0.199
1980-07-29 00:00:00+00:00,0.111,0.307,0.461,0.708,3.657,3.991,5.517,5.517,1.506,0.199
1980-07-30 00:00:00+00:00,0.109,0.302,0.454,0.700,3.614,3.944,5.453,5.453,1.478,0.199
1980-07-31 00:00:00+00:00,0.107,0.297,0.447,0.692,3.571,3.897,5.386,5.386,1.451,0.199
1980-08-01 00:00:00+00:00,0.106,0.294,0.442,0.682,3.529,3.851,5.321,5.321,1.425,0.218
1980-08-02 00:00:00+00:00,0.106,0.295,0.441,0.679,3.488,3.806,5.257,5.257,1.399,0.231
1980-08-03 00:00:00+00:00,0.105,0.297,0.441,0.676,3.451,3.764,5.198,5.198,1.376,0.199
1980-08-04 00:00:00+00:00,0.104,0.293,0.435,0.667,3.416,3.726,5.142,5.142,1.353,0.199
1980-08-05 00:00:00+00:00,0.102,0.287,0.428,0.656,3.379,3.685,5.084,5.084,1.329,0.199
1980-08-06 00:00:00+00:00,0.101,0.282,0.421,0.645,3.339,3.641,5.023,5.023,1.307,0.199
1980-08-07 00:00:00+00:00,0.099,0.277,0.414,0.635,3.301,3.599,4.964,4.964,1.285,0.349
1980-08-08 00:00:00+00:00,0.098,0.273,0.407,0.626,3.264,3.558,4.905,4.905,1.264,0.305
1980-08-09 00:00:00+00:00,0.096,0.268,0.401,0.616,3.228,3.521,4.861,4.861,1.245,0.305
1980-08-10 00:00:00+00:00,0.095,0.264,0.395,0.607,3.199,3.490,4.823,4.823,1.233,0.218
1980-08-11 00:00:00+00:00,0.093,0.261,0.390,0.599,3.181,3.470,4.797,4.797,1.222,0.218
1980-08-12 00:00:00+00:00,0.092,0.257,0.385,0.592,3.172,3.461,4.782,4.782,1.242,0.218
1980-08-13 00:00:00+00:00,0.092,0.258,0.387,0.603,3.263,3.566,4.957,4.957,1.303,0.274
1980-08-14 00:00:00+00:00,0.093,0.267,0.400,0.630,3.376,3.702,5.188,5.188,1.390,0.274
1980-08-15 00:00:00+00:00,0.095,0.277,0.411,0.643,3.424,3.753,5.252,5.252,1.497,0.274
1980-08-16 00:00:00+00:00,0.094,0.276,0.409,0.638,3.420,3.747,5.232,5.232,1.558,0.274
1980-08-17 00:00:00+00:00,0.093,0.270,0.400,0.625,3.396,3.719,5.184,5.184,1.544,0.231
1980-08-18 00:00:00+00:00,0.091,0.263,0.392,0.612,3.351,3.669,5.115,5.115,1.503,0.231
1980-08-19 00:00:00+00:00,0.090,0.257,0.384,0.601,3.308,3.622,5.049,5.049,1.465,0.231
1980-08-20 00:00:00+00:00,0.088,0.251,0.377,0.590,3.274,3.584,4.993,4.993,1.428,0.231
1980-08-21 00:00:00+00:00,0.087,0.246,0.370,0.580,3.259,3.565,4.956,4.956,1.427,0.231
1980-08-22 00:00:00+00:00,0.085,0.242,0.364,0.570,3.221,3.523,4.896,4.896,1.434,0.231
1980-08-23 00:00:00+00:00,0.084,0.238,0.358,0.563,3.193,3.492,4.849,4.849,1.408,0.231
1980-08-24 00:00:00+00:00,0.086,0.251,0.373,0.584,3.192,3.487,4.833,4.833,1.376,0.262
1980-08-25 00:00:00+00:00,0.088,0.270,0.396,0.631,3.260,3.569,4.974,4.974,1.542,0.262
1980-08-26 00:00:00+00:00,0.097,0.323,0.458,0.742,3.391,3.733,5.269,5.269,1.958,0.199
1980-08-27 00:00:00+00:00,0.110,0.410,0.556,0.873,3.449,3.806,5.398,5.398,2.155,0.199
1980-08-28 00:00:00+00:00,0.114,0.420,0.567,0.879,3.399,3.751,5.321,5.321,2.088,0.199
